Owner,year,production,emissions
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",2027,2460.0,5166.0
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",2028,2460.0,5166.0
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",2029,2460.0,5166.0
"Sichuan De Sheng Group, Vanadium and Titanium Co Ltd",2030,2460.0,5166.0
Sichuan Gangchen Stainless Steel Co Ltd,2020,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2021,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2022,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2023,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2024,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2025,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2026,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2027,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2028,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2029,438.0,219.0
Sichuan Gangchen Stainless Steel Co Ltd,2030,438.0,219.0
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2020,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2021,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2022,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2023,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2024,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2025,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2026,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2027,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2028,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2029,401.5,200.75
Sichuan Shehong Chuanzhong Construction Materials Co Ltd,2030,401.5,200.75
Sichuan Shengquan Iron and Steel Group Co Ltd,2020,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2021,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2022,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2023,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2024,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2025,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2026,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2027,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2028,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2029,1095.0,547.5
Sichuan Shengquan Iron and Steel Group Co Ltd,2030,1095.0,547.5
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2020,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2021,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2022,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2023,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2024,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2025,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2026,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2027,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2028,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2029,605.9,302.95
Sichuan Ya'an Anshan Iron and Steel Co Ltd,2030,605.9,302.95
Tangshan Donghai Iron and Steel Group Co Ltd,2020,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2021,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2022,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2023,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2024,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2025,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2026,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2027,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2028,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2029,4509.179999999999,9469.277999999998
Tangshan Donghai Iron and Steel Group Co Ltd,2030,4509.179999999999,9469.277999999998
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2020,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2021,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2022,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2023,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2024,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2025,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2026,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2027,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2028,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2029,2788.0,5854.8
Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,2030,2788.0,5854.8
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2020,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2021,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2022,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2023,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2024,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2025,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2026,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2027,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2028,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2029,1640.0,3444.0
Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,2030,1640.0,3444.0
Tangshan Ganglu Iron & Steel Co Ltd,2020,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2021,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2022,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2023,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2024,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2025,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2026,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2027,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2028,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2029,4603.48,9667.307999999999
Tangshan Ganglu Iron & Steel Co Ltd,2030,4603.48,9667.307999999999
Tangshan Guotang Steel Co Ltd,2022,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2023,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2024,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2025,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2026,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2027,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2028,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2029,2460.0,5166.0
Tangshan Guotang Steel Co Ltd,2030,2460.0,5166.0
Tangshan Heavy Plate Co Ltd,2020,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2021,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2022,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2023,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2024,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2025,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2026,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2027,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2028,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2029,3444.0,7232.400000000001
Tangshan Heavy Plate Co Ltd,2030,3444.0,7232.400000000001
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2020,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2021,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2022,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2023,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2024,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2025,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2026,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2027,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2028,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2029,3690.0,7749.0
Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,2030,3690.0,7749.0
Tangshan Songting IRON&STEEL Co Ltd,2020,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2021,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2022,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2023,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2024,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2025,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2026,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2027,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2028,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2029,4100.0,8610.0
Tangshan Songting IRON&STEEL Co Ltd,2030,4100.0,8610.0
Tangshan Wenfeng Special Steel Co Ltd,2020,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2021,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2022,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2023,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2024,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2025,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2026,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2027,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2028,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2029,1640.0,3444.0
Tangshan Wenfeng Special Steel Co Ltd,2030,1640.0,3444.0
Tangshan Xinglong Steel Co Ltd,2020,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2021,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2022,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2023,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2024,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2025,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2026,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2027,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2028,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2029,602.25,301.125
Tangshan Xinglong Steel Co Ltd,2030,602.25,301.125
Tangshan Yutian Jinzhou Industry Co Ltd,2020,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2021,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2022,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2023,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2024,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2025,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2026,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2027,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2028,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2029,511.0,255.5
Tangshan Yutian Jinzhou Industry Co Ltd,2030,511.0,255.5
Tangshan Zhengfeng Steel Co Ltd,2020,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2021,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2022,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2023,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2024,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2025,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2026,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2027,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2028,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2029,1780.47,890.235
Tangshan Zhengfeng Steel Co Ltd,2030,1780.47,890.235
Tianjin Iron PLANT Co Ltd,2020,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2021,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2022,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2023,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2024,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2025,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2026,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2027,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2028,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2029,3993.3999999999996,8386.14
Tianjin Iron PLANT Co Ltd,2030,3993.3999999999996,8386.14
Tianjin Iron and Steel Group Co Ltd,2020,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2021,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2022,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2023,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2024,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2025,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2026,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2027,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2028,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2029,5453.0,11451.300000000001
Tianjin Iron and Steel Group Co Ltd,2030,5453.0,11451.300000000001
Tianjin Pipe Corp,2020,2190.0,1095.0
Tianjin Pipe Corp,2021,2190.0,1095.0
Tianjin Pipe Corp,2022,2190.0,1095.0
Tianjin Pipe Corp,2023,2190.0,1095.0
Tianjin Pipe Corp,2024,2190.0,1095.0
Tianjin Pipe Corp,2025,2190.0,1095.0
Tianjin Pipe Corp,2026,2190.0,1095.0
Tianjin Pipe Corp,2027,2190.0,1095.0
Tianjin Pipe Corp,2028,2190.0,1095.0
Tianjin Pipe Corp,2029,2190.0,1095.0
Tianjin Pipe Corp,2030,2190.0,1095.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2020,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2021,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2022,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2023,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2024,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2025,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2026,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2027,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2028,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2029,3690.0,7749.0
Tianjin Tiangang UNITED SPECIAL Steel Co Ltd,2030,3690.0,7749.0
Tonghua Iron & Steel Co Ltd,2020,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2021,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2022,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2023,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2024,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2025,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2026,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2027,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2028,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2029,3763.7999999999997,7903.98
Tonghua Iron & Steel Co Ltd,2030,3763.7999999999997,7903.98
Tongling City Xuanli Special Steel Co Ltd,2020,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2021,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2022,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2023,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2024,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2025,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2026,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2027,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2028,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2029,2214.0,4649.400000000001
Tongling City Xuanli Special Steel Co Ltd,2030,2214.0,4649.400000000001
Tongling Fuxin Iron & Steel Co Ltd,2020,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2021,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2022,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2023,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2024,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2025,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2026,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2027,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2028,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2029,1107.0,2324.7000000000003
Tongling Fuxin Iron & Steel Co Ltd,2030,1107.0,2324.7000000000003
WISCO Group Kunming Steel Co Ltd,2020,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2021,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2022,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2023,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2024,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2025,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2026,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2027,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2028,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2029,0.0,0.0
WISCO Group Kunming Steel Co Ltd,2030,0.0,0.0
Weifang SPECIAL Steel Group Co Ltd,2020,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2021,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2022,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2023,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2024,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2025,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2026,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2027,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2028,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2029,2460.0,5166.0
Weifang SPECIAL Steel Group Co Ltd,2030,2460.0,5166.0
Wugang Zhongjia Iron & Steel Co Ltd,2020,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2021,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2022,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2023,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2024,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2025,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2026,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2027,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2028,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2029,0.0,0.0
Wugang Zhongjia Iron & Steel Co Ltd,2030,0.0,0.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2020,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2021,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2022,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2023,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2024,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2025,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2026,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2027,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2028,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2029,1640.0,3444.0
Wuhai Baogang Wanteng Iron and Steel Co Ltd,2030,1640.0,3444.0
Wuhan Iron and Steel Co Ltd,2020,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2021,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2022,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2023,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2024,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2025,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2026,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2027,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2028,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2029,13043.74,27391.854
Wuhan Iron and Steel Co Ltd,2030,13043.74,27391.854
Wuhan Shunle Stainless Steel Co Ltd,2020,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2021,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2022,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2023,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2024,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2025,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2026,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2027,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2028,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2029,1460.0,730.0
Wuhan Shunle Stainless Steel Co Ltd,2030,1460.0,730.0
Wuhu Fuxin Iron & Steel Co Ltd,2020,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2021,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2022,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2023,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2024,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2025,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2026,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2027,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2028,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2029,1640.0,3444.0
Wuhu Fuxin Iron & Steel Co Ltd,2030,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2020,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2021,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2022,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2023,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2024,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2025,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2026,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2027,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2028,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2029,1640.0,3444.0
Wuhu Xinxing Ductile Iron Pipes Co Ltd,2030,1640.0,3444.0
Wulanhot Iron & Steel Co Ltd,2020,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2021,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2022,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2023,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2024,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2025,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2026,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2027,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2028,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2029,1107.0,2324.7000000000003
Wulanhot Iron & Steel Co Ltd,2030,1107.0,2324.7000000000003
Wuxi Xinsanzhou Special Steel Co Ltd,2020,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2021,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2022,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2023,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2024,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2025,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2026,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2027,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2028,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2029,0.0,0.0
Wuxi Xinsanzhou Special Steel Co Ltd,2030,0.0,0.0
Wuyang Iron and Steel Co Ltd,2020,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2021,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2022,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2023,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2024,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2025,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2026,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2027,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2028,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2029,3679.2,1839.6
Wuyang Iron and Steel Co Ltd,2030,3679.2,1839.6
Wuzhou Yongda Special Steel Co Ltd,2020,730.0,365.0
Wuzhou Yongda Special Steel Co Ltd,2021,730.0,365.0
