Owner,year,production,emissions
Angang Lianzhong Stainless Steel Corp,2020,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2021,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2022,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2023,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2024,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2025,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2026,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2027,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2028,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2029,1387.0,693.5
Angang Lianzhong Stainless Steel Corp,2030,1387.0,693.5
Angang Steel Co Ltd,2020,24805.0,52090.5
Angang Steel Co Ltd,2021,24805.0,52090.5
Angang Steel Co Ltd,2022,24805.0,52090.5
Angang Steel Co Ltd,2023,24805.0,52090.5
Angang Steel Co Ltd,2024,24805.0,52090.5
Angang Steel Co Ltd,2025,24805.0,52090.5
Angang Steel Co Ltd,2026,24805.0,52090.5
Angang Steel Co Ltd,2027,24805.0,52090.5
Angang Steel Co Ltd,2028,24805.0,52090.5
Angang Steel Co Ltd,2029,24805.0,52090.5
Angang Steel Co Ltd,2030,24805.0,52090.5
Anhui Changjiang Steel Co Ltd,2020,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2021,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2022,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2023,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2024,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2025,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2026,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2027,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2028,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2029,3116.0,6543.6
Anhui Changjiang Steel Co Ltd,2030,3116.0,6543.6
Anhui Guihang Special Steel Co Ltd,2020,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2021,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2022,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2023,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2024,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2025,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2026,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2027,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2028,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2029,2214.0,4649.400000000001
Anhui Guihang Special Steel Co Ltd,2030,2214.0,4649.400000000001
Anhui Jin'an Stainless Steel Foundry Co Ltd,2022,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2023,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2024,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2025,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2026,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2027,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2028,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2029,365.0,182.5
Anhui Jin'an Stainless Steel Foundry Co Ltd,2030,365.0,182.5
Anhui Langxi County Fuhang Steel Co Ltd,2020,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2021,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2022,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2023,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2024,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2025,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2026,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2027,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2028,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2029,730.0,365.0
Anhui Langxi County Fuhang Steel Co Ltd,2030,730.0,365.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2020,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2021,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2022,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2023,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2024,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2025,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2026,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2027,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2028,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2029,2460.0,5166.0
Anhui Shoukuang Dachang Metal Material Co Ltd,2030,2460.0,5166.0
Anshan Baode Iron & Steel Co Ltd,2020,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2021,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2022,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2023,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2024,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2025,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2026,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2027,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2028,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2029,1476.0,3099.6
Anshan Baode Iron & Steel Co Ltd,2030,1476.0,3099.6
Anyang Iron & Steel Co Ltd,2020,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2021,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2022,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2023,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2024,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2025,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2026,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2027,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2028,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2029,4879.0,10245.9
Anyang Iron & Steel Co Ltd,2030,4879.0,10245.9
Anyuan Iron & Steel Co Ltd,2020,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2021,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2022,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2023,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2024,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2025,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2026,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2027,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2028,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2029,2173.0,4563.3
Anyuan Iron & Steel Co Ltd,2030,2173.0,4563.3
BERIS Jiangsu Heavy Industry Co Ltd,2020,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2021,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2022,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2023,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2024,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2025,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2026,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2027,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2028,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2029,1460.0,730.0
BERIS Jiangsu Heavy Industry Co Ltd,2030,1460.0,730.0
Baoshan Iron & Steel Co Ltd,2020,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2021,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2022,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2023,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2024,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2025,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2026,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2027,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2028,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2029,16235.999999999998,34095.6
Baoshan Iron & Steel Co Ltd,2030,16235.999999999998,34095.6
Baosteel Desheng Stainless Steel Co Ltd,2020,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2021,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2022,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2023,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2024,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2025,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2026,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2027,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2028,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2029,2640.3999999999996,5544.839999999999
Baosteel Desheng Stainless Steel Co Ltd,2030,2640.3999999999996,5544.839999999999
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2020,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2021,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2022,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2023,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2024,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2025,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2026,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2027,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2028,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2029,5986.0,12570.6
Baosteel Group Xinjiang Bayi Iron & Steel Co Ltd,2030,5986.0,12570.6
Baosteel Zhanjiang Iron & Steel Co Ltd,2020,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2021,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2022,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2023,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2024,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2025,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2026,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2027,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2028,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2029,10272.96,21573.216
Baosteel Zhanjiang Iron & Steel Co Ltd,2030,10272.96,21573.216
Baowu Group Echeng Iron & Steel Co Ltd,2020,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2021,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2022,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2023,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2024,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2025,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2026,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2027,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2028,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2029,3506.3199999999997,7363.272
Baowu Group Echeng Iron & Steel Co Ltd,2030,3506.3199999999997,7363.272
Beijing Shougang Co Ltd,2020,5166.0,10848.6
Beijing Shougang Co Ltd,2021,5166.0,10848.6
Beijing Shougang Co Ltd,2022,5166.0,10848.6
Beijing Shougang Co Ltd,2023,5166.0,10848.6
Beijing Shougang Co Ltd,2024,5166.0,10848.6
Beijing Shougang Co Ltd,2025,5166.0,10848.6
Beijing Shougang Co Ltd,2026,5166.0,10848.6
Beijing Shougang Co Ltd,2027,5166.0,10848.6
Beijing Shougang Co Ltd,2028,5166.0,10848.6
Beijing Shougang Co Ltd,2029,5166.0,10848.6
Beijing Shougang Co Ltd,2030,5166.0,10848.6
Bengang Steel Plates Co Ltd,2020,10168.0,21352.8
Bengang Steel Plates Co Ltd,2021,10168.0,21352.8
Bengang Steel Plates Co Ltd,2022,10168.0,21352.8
Bengang Steel Plates Co Ltd,2023,10168.0,21352.8
Bengang Steel Plates Co Ltd,2024,10168.0,21352.8
Bengang Steel Plates Co Ltd,2025,10168.0,21352.8
Bengang Steel Plates Co Ltd,2026,10168.0,21352.8
Bengang Steel Plates Co Ltd,2027,10168.0,21352.8
Bengang Steel Plates Co Ltd,2028,10168.0,21352.8
Bengang Steel Plates Co Ltd,2029,10168.0,21352.8
Bengang Steel Plates Co Ltd,2030,10168.0,21352.8
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2020,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2021,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2022,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2023,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2024,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2025,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2026,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2027,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2028,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2029,2132.0,4477.2
Benxi Beiying Iron & Steel (GROUP) Co Ltd,2030,2132.0,4477.2
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2020,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2021,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2022,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2023,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2024,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2025,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2026,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2027,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2028,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2029,6150.0,12915.0
Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,2030,6150.0,12915.0
Changshu Longteng Special Steel Co Ltd,2020,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2021,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2022,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2023,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2024,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2025,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2026,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2027,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2028,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2029,1814.6599999999999,3810.786
Changshu Longteng Special Steel Co Ltd,2030,1814.6599999999999,3810.786
Changzhou Dongfang Special Steel Co Ltd,2020,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2021,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2022,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2023,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2024,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2025,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2026,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2027,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2028,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2029,262.8,131.4
Changzhou Dongfang Special Steel Co Ltd,2030,262.8,131.4
Chengde Jianlong SPECIAL Steel Co Ltd,2020,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2021,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2022,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2023,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2024,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2025,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2026,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2027,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2028,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2029,3608.0,7576.8
Chengde Jianlong SPECIAL Steel Co Ltd,2030,3608.0,7576.8
Chengde Street Ltd,2020,6560.0,13776.0
Chengde Street Ltd,2021,6560.0,13776.0
Chengde Street Ltd,2022,6560.0,13776.0
Chengde Street Ltd,2023,6560.0,13776.0
Chengde Street Ltd,2024,6560.0,13776.0
Chengde Street Ltd,2025,6560.0,13776.0
Chengde Street Ltd,2026,6560.0,13776.0
Chengde Street Ltd,2027,6560.0,13776.0
Chengde Street Ltd,2028,6560.0,13776.0
Chengde Street Ltd,2029,6560.0,13776.0
Chengde Street Ltd,2030,6560.0,13776.0
Chengdu Changfeng Steel Group Co Ltd,2020,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2021,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2022,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2023,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2024,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2025,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2026,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2027,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2028,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2029,365.0,182.5
Chengdu Changfeng Steel Group Co Ltd,2030,365.0,182.5
Chengyu Vanadium & Titanium Technology Co Ltd,2020,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2021,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2022,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2023,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2024,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2025,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2026,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2027,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2028,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2029,3321.0,6974.1
Chengyu Vanadium & Titanium Technology Co Ltd,2030,3321.0,6974.1
Chifeng Yuanlian Steel Co Ltd,2020,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2021,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2022,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2023,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2024,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2025,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2026,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2027,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2028,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2029,2008.9999999999998,4218.9
Chifeng Yuanlian Steel Co Ltd,2030,2008.9999999999998,4218.9
Chifeng Zhongtang Special Steel Co Ltd,2022,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2023,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2024,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2025,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2026,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2027,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2028,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2029,2214.0,4649.400000000001
Chifeng Zhongtang Special Steel Co Ltd,2030,2214.0,4649.400000000001
Chizhou Guichi Guihang Metal Products Co Ltd,2020,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2021,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2022,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2023,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2024,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2025,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2026,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2027,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2028,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2029,730.0,365.0
Chizhou Guichi Guihang Metal Products Co Ltd,2030,730.0,365.0
Chongqing Iron & Steel Co Ltd,2020,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2021,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2022,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2023,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2024,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2025,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2026,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2027,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2028,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2029,6888.0,14464.800000000001
Chongqing Iron & Steel Co Ltd,2030,6888.0,14464.800000000001
Chongqing Yonghang Steel Group Co Ltd,2020,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2021,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2022,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2023,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2024,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2025,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2026,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2027,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2028,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2029,511.0,255.5
Chongqing Yonghang Steel Group Co Ltd,2030,511.0,255.5
DELONG Steel Ltd,2020,2460.0,5166.0
DELONG Steel Ltd,2021,2460.0,5166.0
DELONG Steel Ltd,2022,2460.0,5166.0
DELONG Steel Ltd,2023,2460.0,5166.0
DELONG Steel Ltd,2024,2460.0,5166.0
DELONG Steel Ltd,2025,2460.0,5166.0
DELONG Steel Ltd,2026,2460.0,5166.0
DELONG Steel Ltd,2027,2460.0,5166.0
DELONG Steel Ltd,2028,2460.0,5166.0
DELONG Steel Ltd,2029,2460.0,5166.0
DELONG Steel Ltd,2030,2460.0,5166.0
Danyang Longjiang Steel Co Ltd,2020,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2021,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2022,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2023,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2024,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2025,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2026,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2027,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2028,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2029,1230.0,2583.0
Danyang Longjiang Steel Co Ltd,2030,1230.0,2583.0
Daye SPECIAL Steel Co Ltd,2020,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2021,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2022,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2023,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2024,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2025,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2026,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2027,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2028,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2029,2804.3999999999996,5889.24
Daye SPECIAL Steel Co Ltd,2030,2804.3999999999996,5889.24
Dazhou Hangda Steel Co Ltd,2020,730.0,365.0
Dazhou Hangda Steel Co Ltd,2021,730.0,365.0
Dazhou Hangda Steel Co Ltd,2022,730.0,365.0
Dazhou Hangda Steel Co Ltd,2023,730.0,365.0
Dazhou Hangda Steel Co Ltd,2024,730.0,365.0
Dazhou Hangda Steel Co Ltd,2025,730.0,365.0
Dazhou Hangda Steel Co Ltd,2026,730.0,365.0
Dazhou Hangda Steel Co Ltd,2027,730.0,365.0
Dazhou Hangda Steel Co Ltd,2028,730.0,365.0
Dazhou Hangda Steel Co Ltd,2029,730.0,365.0
Dazhou Hangda Steel Co Ltd,2030,730.0,365.0
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2020,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2021,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2022,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2023,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2024,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2025,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2026,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2027,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2028,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2029,1967.35,983.675
Dongbei Special Steel Group Dalian Special Steel Co Ltd,2030,1967.35,983.675
Fangda Special Steel Technology Co Ltd,2020,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2021,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2022,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2023,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2024,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2025,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2026,2296.0,4821.6
Fangda Special Steel Technology Co Ltd,2027,2296.0,4821.6
