Plant ID,year,Plant name (English),technology,total_capacity,production,emissions
P100000120140,2025,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120140,2026,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120140,2027,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120140,2028,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120140,2029,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120140,2030,Tangshan Xinglong Iron and Steel Co Ltd,EAF,825.0,602.25,301.125
P100000120142,2020,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2021,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2022,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2023,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2024,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2025,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2026,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2027,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2028,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2029,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120142,2030,Hebei Xinda Iron and Steel Group Co Ltd,BF-BOF,5000.0,4100.0,8610.0
P100000120145,2020,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2021,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2022,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2023,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2024,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2025,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2026,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2027,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2028,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2029,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120145,2030,Hebei Rongxin Steel Co Ltd,BF-BOF,2300.0,1886.0,3960.6000000000004
P100000120146,2020,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2021,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2022,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2023,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2024,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2025,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2026,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2027,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2028,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2029,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120146,2030,Tangshan Donghai Iron and Steel Group Co Ltd,BF-BOF,5499.0,4509.179999999999,9469.277999999998
P100000120148,2020,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2021,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2022,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2023,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2024,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2025,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2026,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2027,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2028,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2029,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120148,2030,Tangshan Wenfeng Special Steel Co Ltd,BF-BOF,2000.0,1640.0,3444.0
P100000120152,2020,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2021,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2022,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2023,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2024,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2025,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2026,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2027,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2028,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2029,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120152,2030,Qinhuangdao Hongxing Iron and Steel Co Ltd,BF-BOF,3450.0,2829.0,5940.900000000001
P100000120155,2020,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2021,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2022,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2023,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2024,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2025,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2026,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2027,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2028,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2029,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120155,2030,Xinji Aosen Iron and Steel Group Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120157,2020,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2021,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2022,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2023,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2024,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2025,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2026,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2027,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2028,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2029,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120157,2030,Heilongjiang Jianlong Iron and Steel Co Ltd,BF-BOF,2001.0,1640.82,3445.722
P100000120158,2020,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2021,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2022,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2023,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2024,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2025,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2026,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2027,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2028,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2029,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120158,2030,Jianlong Xilin Iron and Steel Co Ltd,BF-BOF,4200.0,3444.0,7232.400000000001
P100000120159,2020,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2021,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2022,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2023,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2024,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2025,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2026,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2027,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2028,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2029,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120159,2030,Jianlong Beiman Special Steel Co Ltd,BF-BOF,2570.0,2107.4,4425.54
P100000120160,2020,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2021,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2022,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2023,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2024,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2025,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2026,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2027,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2028,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2029,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120160,2030,Anyang Iron and Steel Co Ltd,BF-BOF,5950.0,4879.0,10245.9
P100000120161,2020,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2021,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2022,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2023,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2024,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2025,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2026,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2027,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2028,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2029,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120161,2030,Wuyang Iron and Steel Co Ltd,EAF,5040.0,3679.2,1839.6
P100000120162,2020,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2021,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2022,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2023,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2024,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2025,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2026,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2027,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2028,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2029,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120162,2030,Shagang Group Anyang Yongxing Special Steel Co Ltd,BF-BOF,2600.0,2132.0,4477.2
P100000120163,2020,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2021,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2022,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2023,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2024,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2025,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2026,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2027,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2028,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2029,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120163,2030,Angang Group Xinyang Iron and Steel Co Ltd,BF-BOF,3600.0,2952.0,6199.2
P100000120164,2020,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2021,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2022,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2023,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2024,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2025,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2026,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2027,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2028,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2029,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120164,2030,Henan Jiyuan Iron and Steel Group Co Ltd,BF-BOF,3428.0,2810.96,5903.0160000000005
P100000120165,2020,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2021,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2022,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2023,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2024,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2025,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2026,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2027,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2028,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2029,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120165,2030,Nanyang Hanye Special Steel Co Ltd,BF-BOF,3000.0,2460.0,5166.0
P100000120167,2020,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2021,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2022,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2023,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2024,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2025,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2026,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2027,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2028,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2029,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120167,2030,Henan Fengbao Special Steel Co Ltd,Unknown,0.0,0.0,0.0
P100000120168,2020,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2021,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2022,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2023,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2024,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2025,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2026,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2027,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2028,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2029,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120168,2030,Henan Yaxin Iron and Steel Group Co Ltd,BF-BOF,1000.0,820.0,1722.0
P100000120171,2020,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2021,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2022,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2023,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2024,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2025,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2026,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2027,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2028,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2029,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120171,2030,Wuhan Iron and Steel Co Ltd,BF-BOF,15907.0,13043.74,27391.854
P100000120172,2020,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2021,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2022,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2023,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2024,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2025,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2026,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2027,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2028,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2029,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120172,2030,Baowu Group Echeng Iron and Steel Co Ltd,BF-BOF,4276.0,3506.3199999999997,7363.272
P100000120173,2020,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2021,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2022,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2023,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2024,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2025,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2026,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2027,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2028,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2029,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120173,2030,Daye Special Steel Co Ltd,BF-BOF,3420.0,2804.3999999999996,5889.24
P100000120174,2020,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2021,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2022,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2023,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2024,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2025,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2026,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2027,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2028,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2029,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120174,2030,Wuhan Shunle Stainless Steel Co Ltd,EAF,2000.0,1460.0,730.0
P100000120175,2020,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2021,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2022,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2023,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2024,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2025,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2026,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2027,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2028,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2029,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120175,2030,Jingzhou Qunli Metal Products Co Ltd,EAF,1000.0,730.0,365.0
P100000120178,2020,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2021,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2022,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2023,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2024,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2025,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2026,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2027,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2028,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2029,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
P100000120178,2030,Hunan Valin Xiangtan Iron and Steel Co Ltd,BF-BOF,7250.0,5945.0,12484.5
